Nombre;Codigo_Postal;Calle;Municipio;Distrito;Latitud;Longitud;Provincia;Pais;Tipo_Cocina;Sitio_Web;Direccion_Completa
El Edén;29602;Avenida Duque de Ahumada;Mijas;Urbanización Sitio de Calahonda;36.4886326;-4.7162703;Costa del Sol Occidental;España;No especificado;No disponible;El Edén, Calle Postas de Calahonda, Urbanización Sitio de Calahonda, Mijas, Costa del Sol Occidental, Málaga, Andalucía, 29650, España
Lizarrán;29602;Avenida Duque de Ahumada;Fuengirola;Los Boliches;36.5382453;-4.6236497;Costa del Sol Occidental;España;No especificado;No disponible;Lizarrán, 12, Calle Alemania, Los Boliches, Fuengirola, Costa del Sol Occidental, Málaga, Andalucía, 29640, España
Friûl;29602;Avenida Duque de Ahumada;Marbella;;36.5071062;-4.8915358;Costa del Sol Occidental;España;No especificado;No disponible;Friûl, Avenida Duque de Ahumada, Casco antiguo, Marbella, Costa del Sol Occidental, Málaga, Andalucía, 29602, España
Candilejas;29602;Avenida Duque de Ahumada;Marbella;;36.5071115;-4.8914736;Costa del Sol Occidental;España;No especificado;No disponible;Candilejas, Avenida Duque de Ahumada, Casco antiguo, Marbella, Costa del Sol Occidental, Málaga, Andalucía, 29602, España
Oasis;29602;Avenida Duque de Ahumada;Málaga;Guadalmar;36.6643262;-4.4615724;Málaga-Costa del Sol;España;No especificado;No disponible;Oasis, 15, Calle Rogelio Oliva, Guadalmar, Churriana, Guadalmar-San Julián, Málaga, Málaga-Costa del Sol, Málaga, Andalucía, 29004, España
Entreplaza Marisquería-pescadería;29620;Plaza Costa del Sol;Torremolinos;;36.6250277;-4.4994002;Costa del Sol Occidental;España;No especificado;No disponible;Entreplaza Marisquería-pescadería, Plaza Costa del Sol, Torremolinos, Costa del Sol Occidental, Málaga, Andalucía, 29620, España
Kristin;29602;Paseo Marítimo;Marbella;El Vicario;36.5074686;-4.8955803;Costa del Sol Occidental;España;No especificado;No disponible;Kristin, Paseo Marítimo, Las Cañas Beach, El Vicario, Marbella, Costa del Sol Occidental, Málaga, Andalucía, 29602, España
El Nuevo Embarcadero;29680;Puerto Deportivo de Estepona;Estepona;Ronda del Mar;36.4149376;-5.1585212;Costa del Sol Occidental;España;No especificado;No disponible;El Nuevo Embarcadero, Calle Doctor Martorell, Balcones del Mar, Ronda del Mar, Estepona, Costa del Sol Occidental, Málaga, Andalucía, 29680, España
Rincón del Marqués;29688;Avenida Gomez Barrio;Estepona;Saladillo-Benamara;36.4630029;-5.0424414;Costa del Sol Occidental;España;No especificado;No disponible;Rincón del Marqués, Avenida Gomez Barrio, Belaire, Saladillo-Benamara, Bel-Air, Estepona, Costa del Sol Occidental, Málaga, Andalucía, 29688, España
Terra Mía Express;29013;Calle Circo;Málaga;El Ejido;36.7274332;-4.4149654;Málaga-Costa del Sol;España;No especificado;No disponible;Terra Mía Express, 1, Calle Circo, El Ejido, Centro, Málaga, Málaga-Costa del Sol, Málaga, Andalucía, 29013, España
Bar Alarcón;29320;Avenida de la Constitución;Campillos;;37.0460502;-4.8655324;Guadalteba;España;No especificado;No disponible;Bar Alarcón, Avenida de la Constitución, Campillos, Guadalteba, Málaga, Andalucía, 29320, España
La Cuesta;29360;Calle Pablo Ruiz Picasso;Jubrique;;36.5925818;-5.2317976;Serranía de Ronda;España;No especificado;No disponible;La Cuesta, Jubrique, Serranía de Ronda, Málaga, Andalucía, 29492, España
Bar Trini;29012;Calle Cruz Verde;Málaga;El Ejido;36.7260117;-4.4179381;Málaga-Costa del Sol;España;No especificado;No disponible;Bar Trini, 5, Calle Cruz Verde, El Ejido, Centro, Málaga, Málaga-Costa del Sol, Málaga, Andalucía, 29012, España
El Patio de Frasquito Pedro;29360;Calle Nueva;Montejaque;;36.7350674;-5.2514939;Serranía de Ronda;España;No especificado;No disponible;El Patio de Frasquito Pedro, 41, Calle Nueva, Montejaque, Serranía de Ronda, Málaga, Andalucía, 29360, España
Oasis;29004;Calle Rogelio Oliva;Málaga;Guadalmar;36.6643262;-4.4615724;Málaga-Costa del Sol;España;No especificado;No disponible;Oasis, 15, Calle Rogelio Oliva, Guadalmar, Churriana, Guadalmar-San Julián, Málaga, Málaga-Costa del Sol, Málaga, Andalucía, 29004, España
Slow Boat;29650;Avenida España de Calahonda;Mijas;Urbanización Sitio de Calahonda;36.4923008;-4.7180368;Costa del Sol Occidental;España;No especificado;No disponible;Slow Boat, Avenida España de Calahonda, Urbanización Sitio de Calahonda, Mijas, Costa del Sol Occidental, Málaga, Andalucía, 29650, España
Café III;29691;Puerto Deportivo de la Duquesa;Castillo de la Duquesa;;36.3567945;-5.2305783;Costa del Sol Occidental;España;No especificado;No disponible;Café III, Puerto Deportivo de la Duquesa, Castillo de la Duquesa, Manilva, Costa del Sol Occidental, Málaga, Andalucía, 29691, España
Dolphin;29691;Puerto Deportivo de la Duquesa;Castillo de la Duquesa;;36.3568786;-5.2308522;Costa del Sol Occidental;España;No especificado;No disponible;Dolphin, Puerto Deportivo de la Duquesa, Castillo de la Duquesa, Manilva, Costa del Sol Occidental, Málaga, Andalucía, 29691, España
la taberna;29601;Avenida de Nabeul;Marbella;Barrio Nuevo;36.5088622;-4.8828341;Costa del Sol Occidental;España;No especificado;No disponible;la taberna, 19, Avenida de Nabeul, Barrio Nuevo, Casco antiguo, Marbella, Costa del Sol Occidental, Málaga, Andalucía, 29601, España
padthaiwok;29003;Avenida de los Guindos;Málaga;Santa Paula;36.6910077;-4.4471308;Málaga-Costa del Sol;España;No especificado;No disponible;Padthaiwok, Avenida de los Guindos, Santa Paula, Carretera de Cádiz, Málaga, Málaga-Costa del Sol, Málaga, Andalucía, 29003, España
Gourmet Burger Room;29602;Avenida Antonio Belón;Marbella;Barrio Alto;36.5078651;-4.8890419;Costa del Sol Occidental;España;No especificado;No disponible;Gourmet Burger Room, 18, Avenida Antonio Belón, Barrio Alto, Casco antiguo, Marbella, Costa del Sol Occidental, Málaga, Andalucía, 29602, España
abastos & viandas mercado gourmet;29602;Avenida Ricardo Soriano;Marbella;Barrio Alto;36.5098697;-4.8893161;Costa del Sol Occidental;España;No especificado;No disponible;abastos & viandas mercado gourmet, 19, Avenida Ricardo Soriano, Barrio Alto, Casco antiguo, Marbella, Costa del Sol Occidental, Málaga, Andalucía, 29602, España
Fast Fish;29680;Avenida Puerta del Mar;Estepona;Estebuna;36.4236067;-5.1571026;Costa del Sol Occidental;España;No especificado;No disponible;Fast Fish, Avenida Puerta del Mar, Balcones del Mar, Estebuna, Estepona, Costa del Sol Occidental, Málaga, Andalucía, 29680, España
Trattoria Siciliana;29640;Paseo Marítimo del Rey de España;Fuengirola;;36.5306404;-4.6249843;Costa del Sol Occidental;España;No especificado;No disponible;Trattoria Siciliana, 5, Paseo Marítimo del Rey de España, Fuengirola, Costa del Sol Occidental, Málaga, Andalucía, 29640, España
Madeinterranea;29015;Calle Granados;Málaga;Centro Histórico;36.7223693;-4.4201481;Málaga-Costa del Sol;España;No especificado;No disponible;Madeinterranea, Calle Granados, Centro Histórico, Centro, Málaga, Málaga-Costa del Sol, Málaga, Andalucía, 29015, España
Maysu;29014;Avenida Juan Grande;Málaga;San José;36.754657;-4.4248157;Málaga-Costa del Sol;España;No especificado;No disponible;Maysu, Avenida Juan Grande, San José, San Telmo, Ciudad Jardín, Málaga, Málaga-Costa del Sol, Málaga, Andalucía, 29014, España
Restaurante El Albero;29651;Calle Río Las Pasadas;Mijas;;36.5445953;-4.636886;Costa del Sol Occidental;España;No especificado;No disponible;Restaurante El Albero, Calle Río Las Pasadas, Las Lagunas, Campo-Mijas, Mijas, Costa del Sol Occidental, Málaga, Andalucía, 29651, España
Le Grand Café Centro;29007;Pasillo Guimbarda;Málaga;Perchel Norte;36.7205867;-4.4257911;Málaga-Costa del Sol;España;No especificado;No disponible;Le Grand Café Centro, Pasillo Guimbarda, Perchel Norte, El Perchel, Centro, Málaga, Málaga-Costa del Sol, Málaga, Andalucía, 29007, España
PadThaiWok;29640;Calle Jacinto Benavente;Málaga;Santa Paula;36.6910077;-4.4471308;Málaga-Costa del Sol;España;No especificado;No disponible;Padthaiwok, Avenida de los Guindos, Santa Paula, Carretera de Cádiz, Málaga, Málaga-Costa del Sol, Málaga, Andalucía, 29003, España
Las Maravillas;29400;Carrera Espinel;Mijas;Las Maravillas;36.4925133;-4.6934873;Costa del Sol Occidental;España;No especificado;No disponible;Las Maravillas, La Cala, Mijas, Costa del Sol Occidental, Málaga, Andalucía, 29649, España
Tres Coronas;29640;Calle Espronceda;Fuengirola;Los Boliches;36.5431404;-4.6232919;Costa del Sol Occidental;España;No especificado;No disponible;Tres Coronas, Calle Espronceda, Los Boliches, Fuengirola, Costa del Sol Occidental, Málaga, Andalucía, 29640, España
Okami;29015;Calle Císter;Málaga;Centro Histórico;36.7205816;-4.4178975;Málaga-Costa del Sol;España;No especificado;No disponible;Okami, 13, Calle Císter, Centro Histórico, Centro, Málaga, Málaga-Costa del Sol, Málaga, Andalucía, 29015, España
Cortijo de Cortes;29688;Avenida vial Felisa de Cortes;La Alquería-El Paraíso;Cdad Paraiso Park;36.482534;-5.0303466;Costa del Sol Occidental;España;No especificado;No disponible;Cortijo de Cortes, Avenida vial Felisa de Cortes, Cdad Paraiso Park, La Alquería-El Paraíso, Benahavís, Costa del Sol Occidental, Málaga, Andalucía, 29688, España
Alvarez;29688;Avenida Benahavis;La Alquería-El Paraíso;Ciudad Pueblo Cortés del Golf;36.482219;-5.0310142;Costa del Sol Occidental;España;No especificado;No disponible;Alvarez, Avenida Benahavis, Ciudad Pueblo Cortés del Golf, La Alquería-El Paraíso, Benahavís, Costa del Sol Occidental, Málaga, Andalucía, 29688, España
Asador Tehuelche Grill Argentino;29678;A-7175;Estepona;Urbanización Márquez de Atalaya;36.4833804;-5.0147681;Costa del Sol Occidental;España;No especificado;No disponible;Asador Tehuelche Grill Argentino, A-7175, Biarritz Golf, Urbanización Márquez de Atalaya, Estepona, Costa del Sol Occidental, Málaga, Andalucía, 29678, España
Pizzeria Ristorante Calabrisella;29793;Avenida América;Torrox;Torrox-Costa;36.7294664;-3.964774;La Axarquía;España;No especificado;No disponible;Pizzeria Ristorante Calabrisella, Avenida América, Torrox-Costa, Castillo Bajo-Conejito, Torrox, La Axarquía, Málaga, Andalucía, 29793, España
Loco Gringo;29649;Calle Arcaduces de Noria Golf;Mijas;Los Prados del Golf;36.508672;-4.6888425;Costa del Sol Occidental;España;No especificado;No disponible;Loco Gringo, Calle Arcaduces de Noria Golf, Los Prados del Golf, La Cala, Mijas, Costa del Sol Occidental, Málaga, Andalucía, 29649, España
Ciao;29015;Calle Granada;Málaga;La Goleta;36.7237916;-4.4226653;Málaga-Costa del Sol;España;No especificado;No disponible;Ciao, Calle Carretería, La Goleta, Centro, Málaga, Málaga-Costa del Sol, Málaga, Andalucía, 29008, España
La Tirana;29602;Calle de la Merced;Marbella;La Carolina;36.5126453;-4.9018912;Costa del Sol Occidental;España;No especificado;No disponible;La Tirana, Calle de la Merced, Alhambra del Mar, La Carolina, Marbella, Costa del Sol Occidental, Málaga, Andalucía, 29602, España
Salitos Bar;29630;Calle Torrevigía;Torrequebrada;Benalmádena Costa;36.5812993;-4.5365035;Costa del Sol Occidental;España;No especificado;No disponible;Salitos Bar, Calle Torrevigía, Benalmádena Costa, Torrequebrada, Benalmádena, Costa del Sol Occidental, Málaga, Andalucía, 29630, España
Amigos;29015;Calle Bolsa;Málaga;Centro Histórico;36.7193115;-4.4208004;Málaga-Costa del Sol;España;No especificado;No disponible;Amigos, 6, Calle Bolsa, Centro Histórico, Centro, Málaga, Málaga-Costa del Sol, Málaga, Andalucía, 29015, España
Tulum Beach Club and Restaurant;29630;Avenida del Sol;Torrequebrada;Benalmádena Costa;36.5804855;-4.5397196;Costa del Sol Occidental;España;No especificado;No disponible;Tulum Beach Club and Restaurant, Avenida del Sol, Benalmádena Costa, Torrequebrada, Benalmádena, Costa del Sol Occidental, Málaga, Andalucía, 29630, España
Angus Steak House;29630;Calle Torrevigía;Torrequebrada;Benalmádena Costa;36.5817958;-4.5359607;Costa del Sol Occidental;España;No especificado;No disponible;Angus Steak House, Calle Torrevigía, Benalmádena Costa, Torrequebrada, Benalmádena, Costa del Sol Occidental, Málaga, Andalucía, 29630, España
The Madass Bar;29630;Carril del Siroco;Arroyo de la Miel-Benalmádena Costa;Benalmádena Costa;36.5968231;-4.5202972;Costa del Sol Occidental;España;No especificado;No disponible;The Madass Bar, Carril del Siroco, Benalmádena Costa, Arroyo de la Miel-Benalmádena Costa, Benalmádena, Costa del Sol Occidental, Málaga, Andalucía, 29630, España
The Jolly Pirate Bar;29630;Carril del Siroco;Arroyo de la Miel-Benalmádena Costa;Benalmádena Costa;36.5968474;-4.5203537;Costa del Sol Occidental;España;No especificado;No disponible;The Jolly Pirate Bar, Carril del Siroco, Benalmádena Costa, Arroyo de la Miel-Benalmádena Costa, Benalmádena, Costa del Sol Occidental, Málaga, Andalucía, 29630, España
Starbucks;29005;Calle Mendívil;Málaga;Renfe;36.7122252;-4.4318197;Málaga-Costa del Sol;España;No especificado;No disponible;Starbucks, Calle Mendívil, Renfe, Cruz de Humilladero, Málaga, Málaga-Costa del Sol, Málaga, Andalucía, 29002, España
Tragatá;29400;Calle Nueva;Ronda;;36.7414867;-5.1659922;Serranía de Ronda;España;No especificado;No disponible;Tragatá, 4, Calle Nueva, Ronda, Serranía de Ronda, Málaga, Andalucía, 29400, España
El Tesoro del puchero;29006;Calle Babel;Málaga;Polígono Alameda;36.7151303;-4.4379042;Málaga-Costa del Sol;España;No especificado;No disponible;El Tesoro del puchero, 5, Calle Babel, Polígono Alameda, Cruz de Humilladero, Málaga, Málaga-Costa del Sol, Málaga, Andalucía, 29006, España
Mesón El Antiquario;29200;Calle Encarnación;Antequera;;37.0170634;-4.5574555;Antequera;España;No especificado;No disponible;Mesón El Antiquario, Calle Encarnación, Antequera, Málaga, Andalucía, 29200, España
Casa Lucía;29200;Calle Nájera;Antequera;;37.0158883;-4.5582828;Antequera;España;No especificado;No disponible;Casa Lucía, 1, Calle Nájera, Antequera, Málaga, Andalucía, 29200, España
El Angelote;29200;Calle Encarnación;Antequera;;37.0167667;-4.5578225;Antequera;España;No especificado;No disponible;El Angelote, Calle Encarnación, Antequera, Málaga, Andalucía, 29200, España
Café Las Campanas;29400;Plaza del Socorro;Ronda;;36.7428687;-5.1654769;Serranía de Ronda;España;No especificado;No disponible;Café Las Campanas, Plaza del Socorro, Ronda, Serranía de Ronda, Málaga, Andalucía, 29400, España
Opera Café;29400;Pasaje Orson Welles;Ronda;;36.7414914;-5.1668668;Serranía de Ronda;España;No especificado;No disponible;Opera Café, Pasaje Orson Welles, Ronda, Serranía de Ronda, Málaga, Andalucía, 29400, España
La Garganta;29552;MA-4401;Álora;;36.9063225;-4.7592946;Valle del Guadalhorce;España;No especificado;No disponible;La Garganta, MA-4401, El Chorro, Álora, Valle del Guadalhorce, Málaga, Andalucía, 29552, España
La Fragua;29400;Carretera de Ardales a Ronda;Ronda;;36.7552853;-5.1472893;Serranía de Ronda;España;No especificado;No disponible;La Fragua, Carretera de Ardales a Ronda, Ronda, Serranía de Ronda, Málaga, Andalucía, 29400, España
La Carlo;29001;Calle Casas de Campos;Málaga;Ensanche Centro;36.7158675;-4.4243055;Málaga-Costa del Sol;España;No especificado;No disponible;La Carlo, 26, Calle Casas de Campos, Ensanche Centro, Soho, Centro, Málaga, Málaga-Costa del Sol, Málaga, Andalucía, 29001, España
Namaste;29640;Calle Almirante Ferrándiz;Fuengirola;Los Boliches;36.5468355;-4.617126;Costa del Sol Occidental;España;No especificado;No disponible;Namaste Fusion, 4, Calle General Rodrigo, Los Boliches, Fuengirola, Costa del Sol Occidental, Málaga, Andalucía, 29640, España
Mura Mura;29015;Calle Duque de la Victoria;Málaga;Centro Histórico;36.7213653;-4.4196846;Málaga-Costa del Sol;España;No especificado;No disponible;Mura Mura, 5, Calle Duque de la Victoria, Centro Histórico, Centro, Málaga, Málaga-Costa del Sol, Málaga, Andalucía, 29015, España
Bar Restaurante La Plaza;29195;Balcón de la Axarquía;Comares;;36.8489249;-4.2468571;La Axarquía;España;No especificado;No disponible;Bar Restaurante La Plaza, Balcón de la Axarquía, Las Encinillas, Comares, La Axarquía, Málaga, Andalucía, 29195, España
Portofino;29780;Boquete de Calahonda;Nerja;;36.7452019;-3.8757332;La Axarquía;España;No especificado;No disponible;Portofino, Boquete de Calahonda, Nerja, La Axarquía, Málaga, Andalucía, 29780, España
Puerto Blanquillo;29754;;Canillas de Albaida;;36.8685699;-3.9296698;La Axarquía;España;No especificado;No disponible;Puerto Blanquillo, Canillas de Albaida, La Axarquía, Málaga, Andalucía, 29754, España
Casa Quino;29400;Calle Nueva;Ronda;;36.7417475;-5.1656166;Serranía de Ronda;España;No especificado;No disponible;Casa Quino, Calle Nueva, Ronda, Serranía de Ronda, Málaga, Andalucía, 29400, España
Flores;29500;;Álora;;36.8389204;-4.7204944;Valle del Guadalhorce;España;No especificado;No disponible;Flores, Álora, Valle del Guadalhorce, Málaga, Andalucía, 29500, España
Figaro;29649;Calle Ronda;Mijas;;36.5040082;-4.679764;Costa del Sol Occidental;España;No especificado;No disponible;Figaro, 34, Calle Ronda, La Cala de Mijas, La Cala, Mijas, Costa del Sol Occidental, Málaga, Andalucía, 29649, España
Wok Costa del Sol;29649;Calle La Noria de Noria Golf;Mijas;;36.505903;-4.6824446;Costa del Sol Occidental;España;No especificado;No disponible;Wok Costa del Sol, Calle La Noria de Noria Golf, La Noria Golf, La Cala, Mijas, Costa del Sol Occidental, Málaga, Andalucía, 29649, España
El Gusto;29649;Bulevar de La Cala;Mijas;;36.5046009;-4.680288;Costa del Sol Occidental;España;No especificado;No disponible;El Gusto, Bulevar de La Cala, La Cala de Mijas, La Cala, Mijas, Costa del Sol Occidental, Málaga, Andalucía, 29649, España
Olé;29602;Calle Victor de la Serna;Marbella;Barrio Alto;36.5091248;-4.8869027;Costa del Sol Occidental;España;No especificado;No disponible;Olé, 1, Calle Victor de la Serna, Barrio Alto, Casco antiguo, Marbella, Costa del Sol Occidental, Málaga, Andalucía, 29602, España
Yin Teppanyaki;29630;Avenida Estrella del Mar;Torrequebrada;Arroyo de la Miel;36.5814782;-4.5559843;Costa del Sol Occidental;España;No especificado;No disponible;Yin Teppanyaki, Avenida Estrella del Mar, Arroyo de la Miel, Torrequebrada, Benalmádena, Costa del Sol Occidental, Málaga, Andalucía, 29630, España
Bar Irene;29009;Avenida Barcelona;Málaga;La Trinidad (Centro);36.7223605;-4.43181;Málaga-Costa del Sol;España;No especificado;No disponible;Bar Irene, 9, Avenida Barcelona, La Trinidad (Centro), La Trinidad, Centro, Málaga, Málaga-Costa del Sol, Málaga, Andalucía, 29009, España
Ginos Fuengirola;29640;Avenida de la Encarnación;Fuengirola;;36.5272574;-4.6313388;Costa del Sol Occidental;España;No especificado;No disponible;Ginos Fuengirola, 2, Avenida de la Encarnación, Fuengirola, Costa del Sol Occidental, Málaga, Andalucía, 29640, España
Restaurante Taberna Teteria Hierbabuena;29754;Avenida de la Constitución;Cómpeta;;36.8330473;-3.975994;La Axarquía;España;No especificado;No disponible;Restaurante Taberna Teteria Hierbabuena, Avenida de la Constitución, Cómpeta, La Axarquía, Málaga, Andalucía, 29754, España
Restaurante New China;29649;Bulevar de La Cala;Mijas;;36.5051634;-4.6798411;Costa del Sol Occidental;España;No especificado;No disponible;Restaurante New China, Bulevar de La Cala, La Cala de Mijas, La Cala, Mijas, Costa del Sol Occidental, Málaga, Andalucía, 29649, España
PadThaiWok;29649;Calle Ronda;Málaga;Santa Paula;36.6910077;-4.4471308;Málaga-Costa del Sol;España;No especificado;No disponible;Padthaiwok, Avenida de los Guindos, Santa Paula, Carretera de Cádiz, Málaga, Málaga-Costa del Sol, Málaga, Andalucía, 29003, España
Cyrano Bar & Grill;29649;Bulevar de La Cala;Mijas;;36.5050145;-4.6797285;Costa del Sol Occidental;España;No especificado;No disponible;Cyrano Bar & Grill, Bulevar de La Cala, La Cala de Mijas, La Cala, Mijas, Costa del Sol Occidental, Málaga, Andalucía, 29649, España
Meson del Castillo;29691;Calle Pescadores;Castillo de la Duquesa;;36.3498364;-5.2332186;Costa del Sol Occidental;España;No especificado;No disponible;Meson del Castillo, Calle Pescadores, Castillo de la Duquesa, Manilva, Costa del Sol Occidental, Málaga, Andalucía, 29691, España
Pizzeria Italia;29631;Calle María del Mar;Arroyo de la Miel-Benalmádena Costa;Arroyo de la Miel;36.5989499;-4.5331724;Costa del Sol Occidental;España;No especificado;No disponible;Pizzeria Italia, Calle María del Mar, Arroyo de la Miel, Arroyo de la Miel-Benalmádena Costa, Benalmádena, Costa del Sol Occidental, Málaga, Andalucía, 29631, España
Pad Thai Wok;29631;Avenida de la Constitución;Arroyo de la Miel-Benalmádena Costa;Arroyo de la Miel;36.5992635;-4.5348559;Costa del Sol Occidental;España;No especificado;No disponible;Pad Thai Wok, Avenida de la Constitución, Arroyo de la Miel, Arroyo de la Miel-Benalmádena Costa, Benalmádena, Costa del Sol Occidental, Málaga, Andalucía, 29631, España
La Avenida;29631;Calle del Agua;Arroyo de la Miel-Benalmádena Costa;Arroyo de la Miel;36.5993885;-4.5342754;Costa del Sol Occidental;España;No especificado;No disponible;La Avenida, Calle del Agua, Arroyo de la Miel, Arroyo de la Miel-Benalmádena Costa, Benalmádena, Costa del Sol Occidental, Málaga, Andalucía, 29631, España
Playa;29691;Paseo Marítimo de San Luis de Sabinillas;San Luis de Sabinillas;;36.3651364;-5.2260478;Costa del Sol Occidental;España;No especificado;No disponible;Playa, Paseo Marítimo de San Luis de Sabinillas, San Luis de Sabinillas, Manilva, Costa del Sol Occidental, Málaga, Andalucía, 29691, España
Antonio;29691;Calle San José;Málaga;;36.7187733;-4.4287891;Málaga-Costa del Sol;España;No especificado;No disponible;Antonio, 12, Calle Armengual de la Mota, Mármoles (Centro), Centro, Málaga, Málaga-Costa del Sol, Málaga, Andalucía, 29007, España
Sitar Restaurante Indio;29670;Calle Andalucía;San Pedro Alcántara;Guadalmina;36.4823726;-4.9916394;Costa del Sol Occidental;España;No especificado;No disponible;Sitar Restaurante Indio, Calle Andalucía, El Ingenio, Guadalmina, San Pedro Alcántara, Marbella, Costa del Sol Occidental, Málaga, Andalucía, 29670, España
Alfredo;29670;Calle Andalucía;San Pedro Alcántara;Guadalmina;36.4824857;-4.9914234;Costa del Sol Occidental;España;No especificado;No disponible;Alfredo, Calle Andalucía, El Ingenio, Guadalmina, San Pedro Alcántara, Marbella, Costa del Sol Occidental, Málaga, Andalucía, 29670, España
Delfines;29691;Calle Pescadores;Castillo de la Duquesa;;36.3503544;-5.2329343;Costa del Sol Occidental;España;No especificado;No disponible;Delfines, Calle Pescadores, Castillo de la Duquesa, Manilva, Costa del Sol Occidental, Málaga, Andalucía, 29691, España
Bar Casablanca;29300;Calle Soldado Manuel Torres;Archidona;;37.0947989;-4.3876598;Nororma;España;No especificado;No disponible;Bar Casablanca, Calle Soldado Manuel Torres, Archidona, Nororma, Málaga, Andalucía, 29300, España
Mesón de Calahonda;29649;Calle San Wenceslao de Calypso;Mijas;Urbanización Sitio de Calahonda;36.4899094;-4.7149514;Costa del Sol Occidental;España;No especificado;No disponible;Mesón de Calahonda, Calle San Wenceslao de Calypso, Urbanización Sitio de Calahonda, Mijas, Costa del Sol Occidental, Málaga, Andalucía, 29649, España
Chiringuito Las Gaviotas;29691;Puerto Deportivo de la Duquesa;Castillo de la Duquesa;;36.3546213;-5.2308651;Costa del Sol Occidental;España;No especificado;No disponible;Chiringuito Las Gaviotas, Puerto Deportivo de la Duquesa, Castillo de la Duquesa, Manilva, Costa del Sol Occidental, Málaga, Andalucía, 29691, España
Restaurante Chino Hong Kong II;29793;Avenida América;Torrox;Torrox-Costa;36.729829;-3.964462;La Axarquía;España;No especificado;No disponible;Restaurante Chino Hong Kong II, Avenida América, Torrox-Costa, Castillo Bajo-Conejito, Torrox, La Axarquía, Málaga, Andalucía, 29793, España
Marisqueria Casa Vicente;29005;Calle del Comisario;Málaga;Centro Histórico;36.7181777;-4.4223056;Málaga-Costa del Sol;España;No especificado;No disponible;Marisqueria Casa Vicente, Calle del Comisario, Centro Histórico, Centro, Málaga, Málaga-Costa del Sol, Málaga, Andalucía, 29005, España
KoKomo;29688;Avenida Finca Pernet;Estepona;Nueva Atalaya;36.4729857;-5.0180384;Costa del Sol Occidental;España;No especificado;No disponible;KoKomo, Avenida Finca Pernet, Nordic Royal Club, Nueva Atalaya, Estepona, Costa del Sol Occidental, Málaga, Andalucía, 29688, España
Plaza 45;29788;Plaza de las Tres Culturas;Frigiliana;;36.7909668;-3.8961768;La Axarquía;España;No especificado;No disponible;Plaza 45, Plaza de las Tres Culturas, Frigiliana, La Axarquía, Málaga, Andalucía, 29788, España
manuka;29602;Avenida María de Salamanca;Marbella;La Carolina;36.5072623;-4.8979438;Costa del Sol Occidental;España;No especificado;No disponible;manuka, Avenida María de Salamanca, Alhambra del Mar, Miraflores, La Carolina, Marbella, Costa del Sol Occidental, Málaga, Andalucía, 29602, España
Elemi Vegetarian Restaurant;29680;Avenida del Carmen;Estepona;Ronda del Mar;36.4171635;-5.1570269;Costa del Sol Occidental;España;No especificado;No disponible;Elemi Vegetarian Restaurant, 2b, Avenida del Carmen, Balcones del Mar, Ronda del Mar, Estepona, Costa del Sol Occidental, Málaga, Andalucía, 29680, España
Cafetería Bar El Rincón;29010;Calle Carlinda;Málaga;Carlinda;36.7314995;-4.4498581;Málaga-Costa del Sol;España;No especificado;No disponible;Cafetería Bar El Rincón, 10, Calle Carlinda, Carlinda, Bailén-Miraflores, Málaga, Málaga-Costa del Sol, Málaga, Andalucía, 29010, España
Café Rouge;29080;Calle Alcalde José Luis Estrada;Málaga;Florisol;36.7308265;-4.4460568;Málaga-Costa del Sol;España;No especificado;No disponible;Café Rouge, Calle Alcalde José Luis Estrada, Florisol, Bailén-Miraflores, Málaga, Málaga-Costa del Sol, Málaga, Andalucía, 29080, España
Pizzabalas;29080;Avenida Pedro Salinas;Málaga;Florisol;36.7303421;-4.4465066;Málaga-Costa del Sol;España;No especificado;No disponible;Pizzabalas, Avenida Pedro Salinas, Florisol, Bailén-Miraflores, Málaga, Málaga-Costa del Sol, Málaga, Andalucía, 29080, España
Cafeteria Champi;29260;Avenida de España;Torremolinos;;36.603218;-4.509216;Costa del Sol Occidental;España;No especificado;No disponible;Cafeteria Champi, Avenida de España, Torremolinos, Costa del Sol Occidental, Málaga, Andalucía, 29260, España
The Event & Grill;29260;Avenida de España;Torremolinos;;36.6032257;-4.5094361;Costa del Sol Occidental;España;No especificado;No disponible;The Event & Grill, Avenida de España, Torremolinos, Costa del Sol Occidental, Málaga, Andalucía, 29260, España
Tahiti;29260;Calle de Salvador Allende;Torremolinos;;36.6033608;-4.5096079;Costa del Sol Occidental;España;No especificado;No disponible;Tahiti, Calle de Salvador Allende, Torremolinos, Costa del Sol Occidental, Málaga, Andalucía, 29260, España
Parrillada Argentina;29260;Calle de Salvador Allende;Torremolinos;;36.603436;-4.509567;Costa del Sol Occidental;España;No especificado;No disponible;Parrillada Argentina, Calle de Salvador Allende, Torremolinos, Costa del Sol Occidental, Málaga, Andalucía, 29260, España
China City;29260;Calle de Salvador Allende;Torremolinos;;36.6035043;-4.5095278;Costa del Sol Occidental;España;No especificado;No disponible;China City, Calle de Salvador Allende, Torremolinos, Costa del Sol Occidental, Málaga, Andalucía, 29260, España
Tabasco Grill;29260;Calle de Salvador Allende;Torremolinos;;36.6041388;-4.5092161;Costa del Sol Occidental;España;No especificado;No disponible;Tabasco Grill, Calle de Salvador Allende, Torremolinos, Costa del Sol Occidental, Málaga, Andalucía, 29260, España
